text,labels
"when is shipment 4747 dispatched, and then would it possible to return?",1
those shipments were ready until the last tuesday of each month?,2
wondering just which shipment 6161 is.,0
Provide a list of shipments from the last leap year.,2
can you track its current coordinates at 6464?,0
lists provide a list some of ice shipments from the last glacial leap year.,2
What ' s the FimeliHe for the journey of shipment I171?,1
show at earliest dates to shipment 5959.,1
Show me shipments from the past three months.,2
your report after shipment 5959?,0
List shipments dispatcjeC in the past 24 hours.,2
please show for me the last known position statement of shipment code 3003.,0
When is parcel 1818 supposed to reach its destination?,1
Query_for_Shipment_StartEnd_Date,1
0,0
all the shipments from last week.,2
reckon'rs the value of a parcel 3939?,0
what is final departure and delivery conditions until order 8888?,1
list if sent during the next 90 days.,2
further shipments if dispatched both february 15th and september 15th?,2
what'makes a timeline behind delivery 8585?,1
Show me the start and end dates for delivery 7007.,1
half the shipments wrapped before march 31st.,2
which shipments those sent during the holiday week after april?,2
List of all shipments sent during Thanksgiving Week.,2
Track the current spot of package 3030.,0
Provide the departure and arrival dates for shipm@ny 8181.,1
schedules detail the annual dispatch and arrival schedule required for shipment 1919.,1
What ' s the location of package 66U6?,0
I need a summary of shipments from the first half of th(s yeaE.,2
What shipments were sent between March 1st and March 15th?,2
multiple shipments dispatched around the last market week.,2
What shipments were sent between August 15 and September 15?,2
when did package 1414 have first delivery period?,1
Wmat are the start and finish Xates for delivery 2626?,1
What's the timeline for the journey of order 9393?,1
To what extent the shipment of 7007 has reached its way?,0
update another one current location concerning shipment 4747?,0
show me shipments around them past five months.,2
locate with exact date of 7979.,0
Show me all shipments dispatched in the last six months.,2
Where is the delivery 5858 currently?,0
i need details from shipments from charleston fashion week on june.,2
"meet our shipment form 3434, 001.",0
Show me shipments dispatched in the past 100 days.,2
list any shipments deposited into yours last father's day.,2
show any delivery and arrival details in shipment 5353.,1
I need the shipping dates for shipment 8787.,1
Detail the dispatch and delivery timeline for Lac<age 10000.,1
Provide a list of shipments from the last business day of each month.,2
"Locate your shipment site No. 3434, please.",0
Detail the dispatch and expected delivery dates for package 5454.,1
show me down from the top 10 cycles.,2
can you hand me your current situation of that shipment to new amsterdam?,0
we need all summary of shipments and the first financial quarter.,2
when this parcel 1818 supposed and reach its destinations?,1
Need to knoD where shipment 7272 is.,0
Show the start and expected finish dates for shipment 1717.,1
list included shipments bought during the special valentine's vacation.,2
Show the start and finish dates for shipment 6767.,1
SUow me the last location of shipment 4141.,0
yet to be since shipment 7272 is.,0
Details of shipments sent on July 4.,2
what's shipment 8181 as a station?,0
he'll their latest in shipment 5050's location?,0
all true start to finish dates under order 9898.,1
Track where shipment 2424 is at the Noment.,0
have all shipments sent here weekend.,2
cancelled its shipments from february.,2
List all sh&9ments sent during the last Mo4her ' s Day.,2
just need your current position of the package back in tuesday.,0
I need the shipping dates for parcel 3535.,1
Provide a liEt of shipments from May 1st to May 15tY.,2
look where shipment 2424 is at front right.,0
Provide the dates of the transit period for the package 9090.,1
but where has shipment flight 9090 been ever last located?,0
wondering what shipments were typically dispatched in the last 50 calendar days?,2
Detail the shipping schedule for delivery 9292.,1
Look for a current 8383 package.,0
what shipments his dispatched would he last 120 days?,2
list is increased in this last 45 days.,2
Show me the transit dates for shipment 3030.,1
show as you end and end procedures for delivery 7007.,1
show all shipments again before that tax collector.,2
Show the start and expected delivery dateX for wYipment 8989.,1
Is shipment 1919 stikl on trWck? Where is it now?,0
... can you check... where truck shipment 2929 is currently?,0
I need the sYipOing dates for delivery 7373.,1
Find the current position of shipment 1010.,0
what is the bible in id 3737 pages?,0
"When was parcel 7777 dispatched, and when will it be delivered?",1
Show shipments dispatched during the Christmas week.,2
find the remains of shipment 4949 and safety.,0
what are exactly the start and final finish dates set for postal delivery 2626?,1
i hit the departure system return dates for hangar 4343.,1
Track the progress of package 6070.,0
i need details of shipments available from last week monday morning to tomorrow friday.,2
unknown whereabouts to ak 4848?,0
Query_for_Shipment_Location,0
what shipments were dispatched on those last 120 weeks?,2
Detailing the dates of the arrival of the transmission and the expected arrival of the shipping 8484.,1
notes from the shipment 6868?,0
"Can you pr9vude the start and end dates for ship,eHt 5656?",1
i need that estimated calling address on parcel 9595.,1
I need details of shipments from the past five days.,2
those shipments were dispatched over the third week around september?,2
how along are shipment 1818 to our destination?,0
Show me the trabeit dates for shipment 3030.,1
Need the location of shipment 8080.,0
When was the charge 1111 and when is it entitled?,1
what are current planning and delivery rules for ms 8888?,1
Detail shipments sent from May 1st to May 31st.,2
What are the snippint dates for parcel 5858?,1
need an office on at current location on 3131.,0
Detail the dispatch and delivery dates for parcel 2828.,1
When did package 1414 start its delivery process?,1
locate its exact position was 7979.,0
Give me the current delivery site 2828.,0
also runs dispatched after the christmas week.,2
know what shipments packages were dispatched in the past last 60 days?,2
provide the same period dates include approximately 9090.,1
note no departure or arrival timeline in shipment 3131.,1
reach the current box at shipment 1010.,0
include me shipments dispatched throughout the ensuing 100 days.,2
What shipments were sent between March 1 and 15 March?,2
Detail shipments Cent on Valentine ' s Day.,2
were left on the current status on order 8008.,0
Dhow me the position of package 8989.,0
shall be balance of shipment 8080.,0
can i confirm dates of shipments sent in august?,2
where was the delivery 8585 for present?,0
can you provide the operator to follow commands for the 7272?,1
Show shipments dispatched during the Easter holidays.,2
What are the start and end dates for delivery 2626?,1
we need the prior whereabouts to parcel 4004.,0
more detailed timeline regarding shipment 3838.,1
Where is the conWignmen$ with ID 3737 now?,0
show shipments dispatched in additional christmas holidays.,2
japanese location information on shipment 4444.,0
same name of prisoner 4848?,0
Follow the location of 8686.,0
Show the start and expected delivery dates for package 7575.,1
how is the 7777 safe now?,0
Select the package sent to Chicago with ID 2121.,0
revenue list shipments sent data in the last 180 revenue days.,2
could you provide my proper location to shipment 3838?,0
how remains shipment 6969 last being seen?,0
I showed shipments sent on April 10.,2
cargo transport dispatch and other arrival information for shipment 8484.,1
What are the dispatch and arrival dates for parcel 4004?,1
show current shipments from my first 110 days.,2
Can you update me on the losXtion of our shopNent to customer ABC?,0
What's the shipping schedule for package 3232?,1
¹ top start of finish dates for region 3737.,1
contains an latest date for shipment 8888.,0
Show shipments sent during the last Halloween Day.,2
provide your complete records of shipment 1313.,0
when is its interchange with route 3737 now?,0
How c/ose is shipment 1818 to its destination?,0
show me the address on the shipment 3030.,1
they are the start and stop schedules with delivery 2626?,1
show shipments were dispatched during thanksgiving the last saturday halloween week.,2
replace the software update in shipment 8888.,0
"then comes shipment 6161 announced, and how is mine delivery?",1
these are the shipping rights at london 1616?,1
"When was order 3333 sent, and when is it due for delivery?",1
What were the dispatch and expected delivery dates for shipment 8008?,1
provide a bibliography of candidates sent during december.,2
can you offer any launch and end information for shipment 5656?,1
I need the estimated delivery date for shipment 5050.,1
Provide the shipping timeline for order 4005.,1
date of dispatched are june 1st and today.,2
or where shipment 2424 lies passing the moment.,0
which shipments it dispatched on the last monday of a date?,2
it set the promised delivery date for flight 8080.,1
list summary sent from the last 180 clicks.,2
Show the locatUpn of delivery 7171.,0
Locate the latest update for shipment 8888.,0
Which shipments were dispatched on the Kast day of the yeWr?,2
list this peaked during that whole year's week.,2
What are the dates of transmission and access to shipping 3636?,1
nearly all shipments sent over the winter term.,2
the shipments dispatched across the national halloween week.,2
what are we the dispatch schedules and scheduled arrival departure dates for shipment 3636?,1
Update me on the whereabouts of 6767.,0
Show the start and sxpested finish dates for shiOmeHt 1717.,1
List all shipments from the previous month.,2
provide details breakdown of shipments from retailers the first past weekend.,2
it discovered the missing files for shipment 8787.,1
locate the cell all around chicago with cell 2121.,0
Providing the 3838 shipping schedule.,1
Provide the departure and arrival timeline for delivery 6868.,1
Update on the current location of shipJ@nt 4747?,0
Track the progress of package 7070.,0
Show the sh7ppigg timeline for order 2323.,1
"you're its start date in shipment id 1001? """,1
Where is the shipment with ID 3737 now?,0
same track for the delivery terminal location indication of shipment 1111 for me.,0
Show shipments dispatched during the Chr&stHas week.,2
numbers list current record of 8686.,0
what's my tape on package 6666?,0
someone want the location of prison cell 2323.,0
"there did shipment 9999 end, and where did it expected to continue?",1
i need a report our shipments from the last field trip.,2
Show me the last shipping site 4141.,0
Where is the package 7777 now?,0
full verification of operations from the last 72 hours.,2
whose's the last known copy of my shipment plus the number 5678?,0
stamp on shipment id 1001 card?,0
List shipments sent in the last 90 days.,2
so was shipment 3003 leave the service?,1
list shipments dispatched on the current day of arrival month to season.,2
whoever been those dispatch and arrival dates representing shipment 9696?,1
need as current riders were 6262.,0
some detail lists the start day and finish dates listed for shipment 7878.,1
Can you sh8w shipments sent in the third quarter of thiq year?,2
need station office for metro transit location of 3131.,0
send out current whereabouts of my express delivery with you.,0
Show the start and completion dates for delivery 3737.,1
What is the 2626 charging mode and its location?,0
Show the start and finish dates for delivery 3737.,1
for the latest edition of my flight 2525.,0
what is up a 5858 currently?,0
Can you provide details of shipments senG in January?,2
Follow the 1111 charging connection site for me.,0
provide brief details of merchandise shipments released from the last 72 hours.,2
Where has shipment 3232 been located last?,0
... what year are all the shipping dates required for consignment 1616?,1
¹ the departure from landings dates for aircraft 1212.,1
an estimated shipping timeline for route 5005.,1
View all shipments sent last week.,2
"When was shipment 9191 dispatched, and when wiOl it qrrive?",1
Details of the shipments sent on New Year's Eve.,2
List of shipments that have been sent in the past 24 hours.,2
show me shipments dispatched a one third week.,2
What are the dates of departure and delivery for the request 8888?,1
"when arrives shipment 9191 today, or then will you arrive?",1
what are your date and delivery dates before ms 6666?,1
Show the start and dates of the expected shipment for shipping 1717.,1
a full list of shipments from any 2017 leap year.,2
Find 3636 shipping location.,0
What is the latest update for the 3535 site?,0
track and location where shipment 5555 units.,0
provide details regarding event across the past weekend.,2
i want the location is hospital room 2323.,0
list shipments sent began 6 following 90 days.,2
show specific buyer a expected export dates for shipment 8989.,1
I need shipping dates to expel 3535.,1
do you imagine people dispatched in average last fiscal quarter?,2
which shipments got dispatched during august 7 and the 15th?,2
he got the next delivery date on package 2525.,1
to the transit of through shipment 1010.,1
Which shipments were sent during the summer?,2
What's the status of 7474's location?,0
Current position of our shipment 787(?,0
What shipments were dispatched in the last 20 days?,2
Smow all shipments sent before July 4th.,2
list shipments sent in over other 180 weeks.,2
"When did shipment 6969 leave, and when is it expected to arrive?",1
show me order dispatched due april 17.,2
or where is shipment station id plate 1234 currently located?,0
List shipments sent on public holidays this year.,2
show me shipments over the recent decades.,2
assume your present position of shipment 1010.,0
Provide the shipping period for shipment 7676.,1
Current whereabouts of order 4848?,0
Need an update on the transit locWtiLn of 3131.,0
with all records from february.,2
show the shipments sent during the treaty trade.,2
just show me the correct position address of package 8989.,0
Detail shipments sent on Halloween.,2
what shipments lay available in the top 50 days?,2
where did shipment of 1001 keys?,0
the position of railway vehicle 3333?,0
I need the Rstimat$d delivery date for parcel 9595.,1
Can you list shipments sent yesterday?,2
where's a justification for the deaths in order 9393?,1
the complete list of arrival dates for shipment 8181.,1
if services were dispatched after the last 60 days?,2
Track the location of shipment 5555 now.,0
Find the current whereabouts of my express delivery to Boston.,0
"When was the shipment 6161 sent, and when is it delivered?",1
"What's the start date for shipment ID 1001?""",1
actual whereabouts approximately the 4848?,0
"so is shipment 6969 leave, or when in it expected you arrive?",1
show her shipping names of order 2323.,1
"When did you leave the package 3939, and when will it arrive?",1
there are other shipping restrictions for parcel 5858?,1
List all shipments from the previous business week.,2
Find the whereabouts of shipment 3636.,0
provide detailed summary of shipments from the last 12 month of every month.,2
What is the shipping schedule for the package 3232?,1
Can you show the shipping tKmellne for parcel 6464?,1
Current location status of 8787?,0
WTere ' s my package 4646 right now?,0
can you guarantee me an expected release date for june 2022?,1
Where has shipment 6969 last been seen?,0
Find the current shipment of 1010.,0
can somebody tell me the current report about my shipment in mercer york?,0
"it was shipment 4747 killed, or when is it due to go?",1
can you also tell me the correct current precise location of my shipment to this new new york?,0
"Detail shipments sent between July 1st and ,uly 31st.",2
show historical information from the past couple weeks.,2
what message is shipment 5959?,0
obtaining her current position in shipment 5656.,0
list grocery shipments from some previous months.,2
Provide the departure and arrival timeline for shipment 3131.,1
all shipments sent through october 1st and february 28th.,2
list shipments in within recent past 24 hours.,2
show sample shipments from the previous six years.,2
Detail shipments sent between January 1st and February 28th.,2
Wmere has shipment 9090 been last located?,0
Show me XhipmentZ from the past week excluding weekends.,2
"and did package 3939 leave, so what will it leave?",1
Show me shipments that were sent lastly.,2
what are possible dispatch and clearance rates after shipment 7474?,1
near to current spot of ngc 3030.,0
detail shipments sent on the immediate fourth month of 4 july.,2
Where has shipment 9090 been last located?,0
do you check where shipment 2929 fits now?,0
detail the people and the timeline before may 10000.,1
What shipments were dispatched in the last 50 days?,2
and a list of shipments dated feb 1st to june 31st.,2
"When did the shipment of 8282 started, and when does it end?",1
or has this shipment destined under chicago reached?,0
"When was order 3333 sent, and when is it due for delivery?",1
i need customer summary with shipments from every 1st two weeks.,2
can you tell me regarding the location of our shipment into shipping services?,0
I need the current whereabouts of parcel 4004.,0
"Locate shipment 5005 for me, please.",0
Can you provide shipments sent between September 15 and 15?,2
provide details concerning shipments from its last 72 routes.,2
Can you find the expected end date for delivery 1515?,1
I need a summary of shipments from the last opening quarter.,2
Current position of our package 3333?,0
list the shipments sent by the following day weekend.,2
see august start and the time dates for shipment 1717.,1
I would like my shipping site 2323.,0
"when began shipment 9191 dispatched, now then could it depart?",1
Snow all shipments sent before March 31st.,2
when was shipment shipment 1111 we sent mail out and when soon is it due?,1
"When is the parcel 7777 sent, and when will it be delivered?",1
How far has shipment 7007 reached on its roHte?,0
all shipments sent on tour.,2
Provide the start and end dates for delivery 4646.,1
or what's the shipping rate schedule specified for postal order 7979?,1
Locate the latest position of 7979.,0
Provide shipping period for 7676.,1
where'd their nature of 7474's location?,0
probably the right time of shipment 1313.,0
where remaining available model 5858 currently?,0
where is the bmw 8585 already present?,0
what'is the verdict after delivery 8585?,1
Detail shipments sent on New Year's Eve.,2
i'm searching for the real - time from all the shipment and android 3456.,0
Provide the current location of shipment !313.,0
What's the status and location of shipment 2626?,0
List all shipments sent during the Thanksgiving week.,2
Wha6 ' s the location of our delivery numbered 600t?,0
NeeC the current location of our consignment 1717.,0
promise me one precise location of delivery 2828.,0
Latest position of shipment 5959?,0
What is the expulsion site of 3939?,0
second coming is shipment 1818 to that destination?,0
When did package 1#14 start its delivery process?,1
list all shipments sent during their foster father'first visit.,2
can it calculate the expected specific date of delivery 1515?,1
may you track our approximate location on package 2022?,0
whom had the shipment ready for chicago reached?,0
detail shipments sent beginning saturday fourth of october.,2
Can you show shipments dispatched in the last fiscal quarter?,2
How far has shipment 7007 reached on its route?,0
Can you show the shipping timeline for parcel 6464?,1
changes the current spot to fm 3030.,0
i took out shipping agent for delivery 7373.,1
What shipments were sent in the last fiscal year?,2
Can you tell me the date of the expected delivery of the package 2022?,1
our shipments sent every new years's eve.,2
the shipments resumed in the preceding 45 days.,2
so what are these the shipping delivery dates for parcel 5858?,1
I need a summary of shipments from the last two weeks.,2
I need shipments details from the last week of June.,2
current years before the shipment 7878?,0
track 3 where shipment 2424 is missing at the moment.,0
Can you provide the current shipping site 3838?,0
When is shipment 6006 scheduled to arrive at its destination?,1
Provide a list of shipments sent in the last 48 hours.,2
provide a period of shipments through april to christmas.,2
these're the password for that journey and shipment 7171?,1
When did the shipment 3003 leave the warehouse?,1
i saw images of everything from the last week to june.,2
What is the delivery schedule of the request 6363?,1
What shipments were dispatched in the last 120 days?,2
i'have left at the geographical location of 4040.,0
why'm my spare 4646 right now?,0
List all shipments sent during the last Valentine's week.,2
"2 located on shipment 5151, ca.",0
need no tell when shipment 7272 is.,0
provide full picture of incidents from may 1st to january 15th.,2
I need the current position of the package sent last Tuesday.,0
"When was shipment 2424 dispatched, and when is its arrival?",1
where is swiss shipment passport id id 1001 now?,0
Need the current @gereabouts of 6262.,0
I'm looking for shipments sent in the second quarter.,2
a position to the shipment 7878?,0
jones'on the agenda for delivery 5555?,1
Locate shipment 7373 for current position.,0
Determine the location of the 7373 shipment for the current situation.,0
Where is the 4646 package now?,0
show all shipments purchased via the spring trade.,2
show all shipments reported on the tax board.,2
a list of shipments sent in the last 90 straight days.,2
show all shipments items sent during august the 2014 spring break.,2
Show the start and finish dates for ehipmenr 6767.,1
after the start lines all finish dates if shipment 1717.,1
this is from the next three days.,2
how badly has shipment 7007 gone on my descent?,0
detail press shipments were sent on valentine'’ s day.,2
"Locate our shipment numbered 3434, please.",0
project approval start and expected delivery as in shipment 8989.,1
detail the station record after delivery 9292.,1
I need a summary of shipments from the last opening quarter.,2
What's the location of our parcel 3939?,0
What is the last shipment site 5050?,0
Give me the current location of delivery 2828.,0
Track the curten$ whereabouts of 8686.,0
"When was order 3333 sent, and wh$n is it due for deliGerJ?",1
where are our shipment 6363 any lunch minute?,0
What's the timeline for the journey of order 9393?,1
what'been the gossip surrounding his journey to shipment 7171?,1
provide the clock period from mx 6060.,1
show the start day and date expected delivery shipping dates set for shipment 8989.,1
original delivery where shipment 6868?,0
DetaiP the shipping schedule for delivery 9292.,1
"2hen did shipment 2121 leave, and wGen will it be delivered?",1
their current output until shipment 2020.,0
show me shipments in the first four months.,2
I need the departure and delivery datds for package 43E3.,1
Show the location of delivery 7171.,0
The current position of our charge 7878?,0
it all is shipped before july 4th.,2
When is the shipment of 6006 to reach its destination?,1
what shipments they dispatched in these past 7 days?,2
Provide the start and end dates for delivery 4646.,1
detail shipments out on valentine'the motorcycle.,2
Where has package 545$ reached?,0
list files sent in per second 180 days.,2
"When did shipment 2121 leave, and when will it be delivered?",1
"when did his 7777 arriving, and where might it be delivered?",1
what'es the access schedule from asteroid 6363?,1
well know this estimated shipping date for shipment 5050.,1
List all shipmSJts from February.,2
what if the potential phone delivery dates for bill 6666?,1
new shipments were sent for the winter?,2
Which shipmen$c were dispatched in the first week of S3ptRmber?,2
Show the shipping and depiverH dates for package 9797.,1
nominations are sent between september 1st and july 31st.,2
Provide a list of WBipments from the last fusinesW day of each month.,2
Where was the shipment of 6969 last time seen?,0
detail being sent during halloween.,2
what's average speed of fbi delivery truck 6006?,0
I'm looking for the real-time location of the shipment with ID 3456.,0
"When did shipment 8282 start, and when is its expected end?",1
what orders were sent during march 16 and the 15th?,2
show shipments dispatched during all the typical christmas market week.,2
how shipments are sent in these last fiscal year?,2
detail is sent from july 23rd to may 31st.,2
List all shipments from February.,2
or are their shipping ships with consignment 1616?,1
detail on destination and total delivery dates in shipment 6262.,1
P%ov8de the location of package 4343.,0
Show the current location of expelling 5353.,0
don'ks the purpose of package 6666?,0
Find the location of the shipment 6565 now.,0
detail the range of delivery dates of order 2828.,1
specified adequate start or end dates for shipment 2020.,1
me'm a timeline in the journey of flight 9393?,1
Current position of our packZbe 3333?,0
Show the start and end dates for delivery 7007.,1
List of shipments sent during the New Year Week.,2
List of shipments sent at the last 45 days.,2
Track the delivery location of shipment 1111 for me.,0
and'd the timeline after the entry on shipment 7171?,1
What shipments w4re sent in the last 30 days?,2
"When did shipment 9999 leave, and when is it expected to arrive?",1
View all shipments sent before July 4.,2
would he provide shipments sent between september 15th and november 11th?,2
!hat ' s the stSrt date and expected end date for order 4141?,1
Detail the start and expected delivery dates for shipment 3434.,1
include you provide unique start and end codes for server 8686?,1
Where has the shipment destined for Chicago reached?,0
correction of location after shipment 8484.,0
can history show initial transit data dates before shipment 4242?,1
Current position of our package 3333?,0
I need a summary of ZhiOments from the laCt two weeks.,2
Details of the transit period for shipping 1010.,1
today's other timeline for resolution 8585?,1
Provide a list of shipments from May 1st to May 15th.,2
Can you show the shipping timeline for parcel 6464?,1
to list beginning and end dates for delivery 3737.,1
Can you show the transit pDriod datSs for shipment 4242?,1
Provide a list of shipments from the past year.,2
or their timeline since the release of shipment 4545.,1
consider what's the last known known location indication of the shipment location under tracking warrant number ss 5678?,0
given their current disposition of shipment 7575.,0
ask him where shipment 6161 started.,0
Curr@Gt location of shipment 6868?,0
Show the shipping and delivery dates for package 9797.,1
Show all shipments sent before March 31st.,2
Where is the delivery 5858 currently?,0
"all shipment 5005 having convenience, please.",0
Provide a list of shipments from the pasG year.,2
"When was shOpmen4 2424 dispatched, and when is its arrovai?",1
"when was shipment 4747 here, and how is she out to come?",1
what gives the first stop transport dates for shipment 3636?,1
track connection site with package 7070.,0
Show me shJ(ments dispatched between March 20th and A(ril 20th.,2
whose remained the shipment destined for london reached?,0
checking any shipments sent within the last bank's week.,2
Where is the shipment 8181 at the present time?,0
provide alternate start and ending sequence until shipment 5151.,1
provided basic start and termination point for shipment 5151.,1
"When did Qhipnent 292* start, and when will it end?",1
i typed a summary with notes from all first half of this period.,2
what's my approximate... location from shipment 2626?,0
additional shipments scheduled for the labor day weekend.,2
when has my package with tracking device 9009 gotten him?,0
could you track the latest location in 6464?,0
What shipments were sent on the last Frida6 of eaDh month?,2
locate the precise spot above marker 6060.,0
Which shipments were dispatched between November 1st and December 31st?,2
"when once did parcel train 5252 start its onward journey, and and when then will it end?",1
new shipments she sent during august last weekend?,2
who call is shipment 5959?,0
what are the travel and information delivery details for shipment 8008?,1
Show me shipments from the past week excluding weekends.,2
what have our calendar dates after consignment 4444?,1
Submit a list of shipments from May 1 to May 15.,2
I need the shipping dates for delivery 7373.,1
"When was ZhipmSnt 47$7 dispatched, and when is it expected to arrive?",1
information over start and last shipping dates for shipment 3434.,1
List of shipments that were sent between June 1 and today.,2
what are total hours for shipments dates for shipment 7474?,1
show shows the start and any expected initial finish dates for initial shipment 1717.,1
"When was the request sent 3333, and when is it delivered?",1
List of shipments sent on the day of anniversary.,2
who shipments were dispatched in its last 20 cycles?,2
Where is our shipment 6363 at this moment?,0
What are the dispatch and arrival dates for shipment 9696?,1
can i provide the start vs ends dates for example 8686?,1
List all shipments sent during the last Father's Day.,2
Detail the shipping schedule for order 7070.,1
"to you shipment 2929 start, and so will it happen?",1
can you have students sent into the 1st quarter of this year?,2
Where is my shipment with ID 1616 currently located?,0
What is the delivery schedule of the package 2222?,1
What's the shipping schedule for package 4949?,1
Can you give me update site for 1515 shipping?,0
Show the timeline for shipment to order 2323.,1
"when was this 3333 filed, and when was it due no action?",1
I need the departure and delivery dates for package 4343.,1
where should a name of id 3737 now?,0
"and did shipment 2929 come, so when would it end?",1
tell you shipment 6565 occurs now.,0
Provide the start and finish dates for order I898.,1
Query_for_Shipment_Location,0
Detail of the timeline for transmission and delivery for order 4848.,1
What are the dates of transmission and delivery expected to ship 8008?,1
Find where my package 8383 is currently.,0
further details regarding the location status of building 8008.,0
statistics provide the start and end departure dates for freight shipment 2020.,1
Ehich shipments were VispatXhed between November 1st and December 31st?,2
i's sorry for the on - world location of the shipment with the 3456.,0
maps show me with the last location indication of shipment 4141.,0
show into timeline a previous journey for shipment 4545.,1
Current location of shipment 6868?,0
Provide a list of shipments from May 1st to May 15th.,2
i need details for developments from the preceding few days.,2
they found the estimated delivery price on shipment 5050.,1
get me shipments in the past 110 million.,2
what't this shipping date in package 4949?,1
Provide a list of shipments from October 1st to October 31st.,2
List of shipments sent on public holidays this year.,2
Locate the latest poA*tion of 7979.,0
locate another package carrier to france with il 2121.,0
provide a schedule of shipments through the past season.,2
"must locate aboard our personal shipment numbered 3434, please.",0
can you provide details regarding shipments sent across between?,2
Can you provide the current lpcayion of shipment 3838?,0
Need to know where shipment 7272 is.,0
why is my shipment containing the 1616 currently stored?,0
show car shipments from the years past lasted three days.,2
where's another location of his op 3939?,0
When was shipment 1111 sent out and when is it due?,1
Show me shipments from the past two weeks.,2
WheGe has the package with tracking numbeG 9009 gotten to?,0
Which shipments wer2 dispatched Vetw3en August 15th and September 15th?,2
What are the dates of transmission and access to the Part 4004?,1
"last shipment 5005 please me, john.",0
provide some current data on shipment 5656.,0
Show all shipments sent before the tax day.,2
Can you track the current locahi0n of 6464?,0
what other available postage and delivery dates from package 6666?,1
"Ehen did shipment 8282 stadt, and when is its expected end?",1
there on shipment 2727 first check in?,0
show five games sent on july 4th.,2
what has shipment 3232 be called last?,0
Where is shipment ID 1001 now?,0
Find the current spot of shipment 7575.,0
Detail shipments sent on April Fool's Day.,2
where'd my package 4646 km away?,0
provide information list all shipments in the next leap year.,2
Which shipments were sent during the summer?,2
Provide the timetable for departure and access to delivery 6868.,1
detail shipments started between july 1st and the 8th.,2
I need a summary of shipments from the first half of this year.,2
Where is package 7777 right now?,0
can we provide additional start from end time for shipment 5656?,1
Can you show shipments sent in the third quarter of this year?,2
statistics all updated from the previous day.,2
what shipments got sent in during next fiscal year?,2
implemented as source package 8383 is currently.,0
most shipments were in the preceding 45 days.,2
and has shipment 9090 left last wednesday?,0
detail the dispatch of repair process for bus 10000.,1
so where'd s her shipment plate 8181 at the moment?,0
I need details of shipments last Monday to Friday.,2
lists the current return dates for package 9090.,1
Provide the shipping period for the package 6060.,1
then has the shipment come toward chicago reached?,0
detail shipments sent between january 4th and october 3rd.,2
I need details of shipments from the past five days.,2
Where is the delivery 858$ at now?,0
I need the c7rren$ position of the package srnt last Tuesday.,0
ignoring all shipments from this previous counting week.,2
"When was shipment 4747 dispatched, and when is it expected to arrive?",1
provide their list of shipments built on our last 48 hours.,2
Where is the consignment with ID 3737 now?,0
Show current location of shipment 20#0.,0
What ' s the delivery sched^lR for order 6363?,1
and you estimate shipments sent in the final quarter of a year?,2
list all shipments in a previous fiscal week.,2
do they show information sent in july?,2
and possible closing period for shipment 7676.,1
regular shipments dispatched by the last two week.,2
can you still show the appropriate start numbers and end listing dates for cassette shipment 9494?,1
Provide the departure and arrival dates for shipment 8181.,1
Query_for_Shipment_StartEnd_Date,1
here's the last known location regarding its shipment if custody number 5678?,0
I need shipping dates for 8787 shipping.,1
photo provide indicates the location of faa package 4343.,0
List shipments dispatched during the New Year's week.,2
track for amount of shipment 5555 tons.,0
What are the shipping dates for expelling 5858?,1
may he show shipments started in july?,2
"the was shipment 6161 returned, meaning when followed my delivery?",1
I need to update on the 5757 website.,0
Can you show the start and end dates for shipment 9494?,1
sell me the last large prints on shipment 3003.,0
show new shipments ready during winter spring break.,2
is shipment 1919 ever on track? where was progress tomorrow?,0
show me out by the next fortnight.,2
with their list of recipients sent in december.,2
Provide the package site 4343.,0
the initial location in parcel 5353.,0
I need the estimated arrival date for shupmeHt 6565.,1
show no shipping timeline at ns 2323.,1
Provide the start and end dates for the request 9898.,1
Delivery site 7171.,0
Update me if the request site 8008.,0
Can you save the start and end dates for the 7272 package?,1
Update on the current site for shipping 4747?,0
What are the shipping dates for consignment 4454?,1
"that being shipment 4747 dispatched, but when is it they should arrive?",1
send me shipments of the past year excluding weekends.,2
What shipments were dispatched in the last 7 days?,2
I need a summary of shipments from the first quarter.,2
latest position date of file shipment date 5959?,0
list all shipments from that previous base model.,2
can you show shipments even during their last first quarter?,2
maps show the shipping and delivery route dates for future parcel route 8383.,1
detail runs start through end places for shipment 7878.,1
what shipments are sent on the second friday off each june?,2
large shipments are dispatched between november 1 and june 31st?,2
when what parcel 1818 planned to reach this destination?,1
update on our recent whereabouts of shipment 4747?,0
received an allocation from the transit frequency of 3131.,0
What is the shipping schedule for the request 7979?,1
"locate shipment gate 9012 with me, yes.",0
Current location of shipment 6868?,0
help track the precise location of shipment 5555 right now.,0
I am looking for the current site from 4040.,0
show me shipments of you week.,2
Provide the current position of shipment 5656.,0
Find the latest position of my order 2525.,0
What ' s the timeline for the jo*%ney of order 9@93?,1
Update the shipment site 8484.,0
List shipments dispatched on the first day of each month this year.,2
Locate the current stain site for the package 6060.,0
Show all shipments sent during the winter season.,2
check out transit dates of shipment 5959.,1
When did package 1414 start its delivery process?,1
Provide the shipping timeline for order 5005.,1
What ' s the shipping sSheduPe for package 4949?,1
What's the timeline for shipment 1313's journey?,1
"at next shipment 8282 strike, and which reaches its expected end?",1
What are the shipping dates for consignment 1616?,1
Provide the current position of shipment 5656.,0
couldn you imagine them dispatched in the last third quarter?,2
