text,intent
Find the current spot of shipment 7575.,Query_for_Shipment_Location
Update on shipment 7676's whereabouts?,Query_for_Shipment_Location
and where is package bus 7777 right there now?,Query_for_Shipment_Location
Current position of our shipment 7878?,Query_for_Shipment_Location
Locate the latest position of 7979.,Query_for_Shipment_Location
customers need the fixed location address of shipment 8080.,Query_for_Shipment_Location
so where'd s her shipment plate 8181 at the moment?,Query_for_Shipment_Location
show all current approximate location codes of 8282.,Query_for_Shipment_Location
now find where my package number 8383 cache is currently.,Query_for_Shipment_Location
later update the current location codes of shipment 8484.,Query_for_Shipment_Location
where is there the usual delivery order 8585 at now?,Query_for_Shipment_Location
archives track the estimated current whereabouts of rm 8686.,Query_for_Shipment_Location
Current location status of 8787?,Query_for_Shipment_Location
Locate the latest update for shipment 8888.,Query_for_Shipment_Location
just show me the correct position address of package 8989.,Query_for_Shipment_Location
but where has shipment flight 9090 been ever last located?,Query_for_Shipment_Location
Query_for_Shipment_Location,Query_for_Shipment_Location
WUere is shipment ID 1234 currently located?,Query_for_Shipment_Location
Can you tell me the cudr4nt lovahion of my shipment to New York?,Query_for_Shipment_Location
I need the c7rren$ position of the package srnt last Tuesday.,Query_for_Shipment_Location
What ' s the last known locstiPn of the shipment under Grzcking number 5678?,Query_for_Shipment_Location
"Locate shipment ID )012 for me, please.",Query_for_Shipment_Location
Where has the shipment d$stinec for Chicago reached?,Query_for_Shipment_Location
Can you update me on the losXtion of our shopNent to customer ABC?,Query_for_Shipment_Location
FiBd the current shereabo*ts of my express delivery to Boston.,Query_for_Shipment_Location
I ' m looking for the real - time locatiLG of the shipment aith ID 3456.,Query_for_Shipment_Location
Please provide the location status of the overnight sh7pmeHt to SeQttl3.,Query_for_Shipment_Location
Whe3e is shipment ID 1001 now?,Query_for_Shipment_Location
Can you tgack the current location of package 2022?,Query_for_Shipment_Location
Show me the last knoen position of shipment 3003.,Query_for_Shipment_Location
I need the current whereabouts of parcfl 4004.,Query_for_Shipment_Location
"Locate shipment 500r for me, please.",Query_for_Shipment_Location
Wha6 ' s the location of our delivery numbered 600t?,Query_for_Shipment_Location
How far has shipment 7007 reached on its roHte?,Query_for_Shipment_Location
Update me on the location status of order 7008.,Query_for_Shipment_Location
WheGe has the package with tracking numbeG 9009 gotten to?,Query_for_Shipment_Location
Find the current position of shLpmegt 1010.,Query_for_Shipment_Location
Track the delivery locatu*n of shipment 1111 for me.,Query_for_Shipment_Location
I ' m looking for the real - time ?oxation of shipment Q212.,Query_for_Shipment_Location
Provide the current location of shipment !313.,Query_for_Shipment_Location
What ' s the lateWt on the wUereabiuts of package 1414?,Query_for_Shipment_Location
Can you gife me the l0catiIn update for shipment 1515?,Query_for_Shipment_Location
Where is my shipment with ID 1616 currently lkcaGed?,Query_for_Shipment_Location
NeeC the current location of our consignment 1717.,Query_for_Shipment_Location
How c/ose is shipment 1818 to its destination?,Query_for_Shipment_Location
Is shipment 1919 stikl on trWck? Where is it now?,Query_for_Shipment_Location
Show current location of shipment 20#0.,Query_for_Shipment_Location
Locate the package sent to Chicago wiHh ID 2121.,Query_for_Shipment_Location
Wher2 ' s the container numbered 2222 right now?,Query_for_Shipment_Location
I want the location of my freight 232$.,Query_for_Shipment_Location
Track where shipment 2424 is at the Noment.,Query_for_Shipment_Location
Find the latest position of my order 2425.,Query_for_Shipment_Location
What ' s the status and location of sh*9ment 2t26?,Query_for_Shipment_Location
Where did shipment 2727 last vheck in?,Query_for_Shipment_Location
Give me the current location of dwluvery 2828.,Query_for_Shipment_Location
Can you check where shipment 2929 is cur5engly?,Query_for_Shipment_Location
Traco the current spot of package 3030.,Query_for_Shipment_Location
Need an update on the transit locWtiLn of 3131.,Query_for_Shipment_Location
Where has shipment 3232 been located lasy?,Query_for_Shipment_Location
Current position of our packZbe 3333?,Query_for_Shipment_Location
"Loca6e our shipment numbered 3434, please.",Query_for_Shipment_Location
What ' s the latest location update for 35$5?,Query_for_Shipment_Location
FinF the whereabouts of shipment 3636.,Query_for_Shipment_Location
Where is the conWignmen$ with ID 3737 now?,Query_for_Shipment_Location
Can you provide the current lpcayion of shipment 3838?,Query_for_Shipment_Location
WhaY ' s the location of our parcel 3939?,Query_for_Shipment_Location
I ' m lKokiJg for the current .ocatiog of 4040.,Query_for_Shipment_Location
SUow me the last location of shipment 4141.,Query_for_Shipment_Location
Wgere is shipment 4242 currently at?,Query_for_Shipment_Location
P%ov8de the location of package 4343.,Query_for_Shipment_Location
Need location status for shi0meBt 4444.,Query_for_Shipment_Location
Track the current location of dhiLment 4545.,Query_for_Shipment_Location
WTere ' s my package 4646 right now?,Query_for_Shipment_Location
Update on the current location of shipJ@nt 4747?,Query_for_Shipment_Location
Current whereabouts of order 484i?,Query_for_Shipment_Location
Find the location of shipment 49e9 for me.,Query_for_Shipment_Location
What ' s the lztest on snipmeHt 5050 ' s location?,Query_for_Shipment_Location
"Location update on shipment 5151, p?ease.",Query_for_Shipment_Location
Can you locate shi9m@nt 5252 for me?,Query_for_Shipment_Location
Show cufEent location of parcel 5353.,Query_for_Shipment_Location
Where has package 545$ reached?,Query_for_Shipment_Location
Tracj the location of shipment 5555 now.,Query_for_Shipment_Location
P%oFide the current position of shipment 5656.,Query_for_Shipment_Location
I need an uprate on the location of 5757.,Query_for_Shipment_Location
Where is the delivery 5858 cjdrently?,Query_for_Shipment_Location
Lwtest position of shipment 5959?,Query_for_Shipment_Location
Locate the current spot of package &060.,Query_for_Shipment_Location
Show me where shipmFnf 6161 is.,Query_for_Shipment_Location
Need the current @gereabouts of 6262.,Query_for_Shipment_Location
Where is our shipment 6363 at thls moment?,Query_for_Shipment_Location
Can you track the current locahi0n of 6464?,Query_for_Shipment_Location
Find whdre shipment 6565 is now.,Query_for_Shipment_Location
What ' s the location of package 66U6?,Query_for_Shipment_Location
Update me on the wherwavouts of 6767.,Query_for_Shipment_Location
Curr@Gt location of shipment 6868?,Query_for_Shipment_Location
Where has shipNeBt 6969 last been seen?,Query_for_Shipment_Location
Track the progress of package 6070.,Query_for_Shipment_Location
Show the locatUpn of delivery 7171.,Query_for_Shipment_Location
Need to knoD where shipment 7272 is.,Query_for_Shipment_Location
Locate Xh&pment 7373 for current position.,Query_for_Shipment_Location
3hat ' s the sta%us of 7474 ' s location?,Query_for_Shipment_Location
Find the current spot of whipmWnt 7575.,Query_for_Shipment_Location
ULdate on shipment 7676 ' s whereabouts?,Query_for_Shipment_Location
Where is package 7777 4ight now?,Query_for_Shipment_Location
Current position of our shipment 787(?,Query_for_Shipment_Location
Locate the latest poA*tion of 7979.,Query_for_Shipment_Location
Need the location of shipment 80U0.,Query_for_Shipment_Location
Whfre ' s shipment 8181 at the moment?,Query_for_Shipment_Location
SMow current location of 8282.,Query_for_Shipment_Location
Find wuere my package 8383 is currently.,Query_for_Shipment_Location
Update the l9catiln of shipment 8484.,Query_for_Shipment_Location
Where is the delivery 858$ at now?,Query_for_Shipment_Location
Track the curten$ whereabouts of 8686.,Query_for_Shipment_Location
Current location status of I787?,Query_for_Shipment_Location
Locate the latest update for shjoment 8888.,Query_for_Shipment_Location
Dhow me the position of package 8989.,Query_for_Shipment_Location
Wmere has shipment 9090 been last located?,Query_for_Shipment_Location
"What's the start date for shipment ID 1001?""",Query_for_Shipment_StartEnd_Date
Can you tell me the expected delivery date for package 2022?,Query_for_Shipment_StartEnd_Date
When did shipment 3003 leave the warehouse?,Query_for_Shipment_StartEnd_Date
What are the dispatch and arrival dates for parcel 4004?,Query_for_Shipment_StartEnd_Date
Provide the shipping timeline for order 5005.,Query_for_Shipment_StartEnd_Date
When is shipment 6006 scheduled to arrive at its destination?,Query_for_Shipment_StartEnd_Date
Show me the start and end dates for delivery 7007.,Query_for_Shipment_StartEnd_Date
What were the dispatch and expected delivery dates for shipment 8008?,Query_for_Shipment_StartEnd_Date
I need the shipping and arrival dates for package 9009.,Query_for_Shipment_StartEnd_Date
Detail the transit period for shipment 1010.,Query_for_Shipment_StartEnd_Date
When was shipment 1111 sent out and when is it due?,Query_for_Shipment_StartEnd_Date
Provide the departure and delivery dates for order 1212.,Query_for_Shipment_StartEnd_Date
What's the timeline for shipment 1313's journey?,Query_for_Shipment_StartEnd_Date
When did package 1414 start its delivery process?,Query_for_Shipment_StartEnd_Date
Can you find the expected end date for delivery 1515?,Query_for_Shipment_StartEnd_Date
What are the shipping dates for consignment 1616?,Query_for_Shipment_StartEnd_Date
Show the start and expected finish dates for shipment 1717.,Query_for_Shipment_StartEnd_Date
When is parcel 1818 supposed to reach its destination?,Query_for_Shipment_StartEnd_Date
Detail the dispatch and arrival schedule for shipment 1919.,Query_for_Shipment_StartEnd_Date
Provide the start and end dates for shipment 2020.,Query_for_Shipment_StartEnd_Date
"When did shipment 2121 leave, and when will it be delivered?",Query_for_Shipment_StartEnd_Date
What's the delivery schedule for package 2222?,Query_for_Shipment_StartEnd_Date
Show the shipping timeline for order 2323.,Query_for_Shipment_StartEnd_Date
"When was shipment 2424 dispatched, and when is its arrival?",Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for package 2525.,Query_for_Shipment_StartEnd_Date
What are the start and finish dates for delivery 2626?,Query_for_Shipment_StartEnd_Date
Can you provide the shipping period for shipment 2727?,Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery dates for parcel 2828.,Query_for_Shipment_StartEnd_Date
"When did shipment 2929 start, and when will it end?",Query_for_Shipment_StartEnd_Date
Show me the transit dates for shipment 3030.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival timeline for shipment 3131.,Query_for_Shipment_StartEnd_Date
What's the shipping schedule for package 3232?,Query_for_Shipment_StartEnd_Date
"When was order 3333 sent, and when is it due for delivery?",Query_for_Shipment_StartEnd_Date
Detail the start and expected delivery dates for shipment 3434.,Query_for_Shipment_StartEnd_Date
I need the shipping dates for parcel 3535.,Query_for_Shipment_StartEnd_Date
What are the dispatch and arrival dates for shipment 3636?,Query_for_Shipment_StartEnd_Date
Show the start and finish dates for delivery 3737.,Query_for_Shipment_StartEnd_Date
Provide the timeline for shipment 3838.,Query_for_Shipment_StartEnd_Date
"When did package 3939 leave, and when will it arrive?",Query_for_Shipment_StartEnd_Date
Detail the shipping and delivery schedule for shipment 4040.,Query_for_Shipment_StartEnd_Date
What's the start date and expected end date for order 4141?,Query_for_Shipment_StartEnd_Date
Can you show the transit period dates for shipment 4242?,Query_for_Shipment_StartEnd_Date
I need the departure and delivery dates for package 4343.,Query_for_Shipment_StartEnd_Date
What are the shipping dates for consignment 4444?,Query_for_Shipment_StartEnd_Date
Show the timeline for the journey of shipment 4545.,Query_for_Shipment_StartEnd_Date
Provide the start and end dates for delivery 4646.,Query_for_Shipment_StartEnd_Date
"When was shipment 4747 dispatched, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery timeline for order 4848.,Query_for_Shipment_StartEnd_Date
What's the shipping schedule for package 4949?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for shipment 5050.,Query_for_Shipment_StartEnd_Date
Provide the start and finish dates for shipment 5151.,Query_for_Shipment_StartEnd_Date
"When did parcel 5252 start its journey, and when will it end?",Query_for_Shipment_StartEnd_Date
Show the shipping and arrival dates for shipment 5353.,Query_for_Shipment_StartEnd_Date
Detail the dispatch and expected delivery dates for package 5454.,Query_for_Shipment_StartEnd_Date
What's the timeline for delivery 5555?,Query_for_Shipment_StartEnd_Date
Can you provide the start and end dates for shipment 5656?,Query_for_Shipment_StartEnd_Date
I need the departure and arrival schedule for order 5757.,Query_for_Shipment_StartEnd_Date
What are the shipping dates for parcel 5858?,Query_for_Shipment_StartEnd_Date
Show the transit dates for shipment 5959.,Query_for_Shipment_StartEnd_Date
Provide the shipping period for package 6060.,Query_for_Shipment_StartEnd_Date
"When was shipment 6161 dispatched, and when is its delivery?",Query_for_Shipment_StartEnd_Date
Detail the start and expected delivery dates for shipment 6262.,Query_for_Shipment_StartEnd_Date
What's the delivery schedule for order 6363?,Query_for_Shipment_StartEnd_Date
Can you show the shipping timeline for parcel 6464?,Query_for_Shipment_StartEnd_Date
I need the estimated arrival date for shipment 6565.,Query_for_Shipment_StartEnd_Date
What are the dispatch and delivery dates for package 6666?,Query_for_Shipment_StartEnd_Date
Show the start and finish dates for shipment 6767.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival timeline for delivery 6868.,Query_for_Shipment_StartEnd_Date
"When did shipment 6969 leave, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail the shipping schedule for order 7070.,Query_for_Shipment_StartEnd_Date
What's the timeline for the journey of shipment 7171?,Query_for_Shipment_StartEnd_Date
Can you provide the start and end dates for package 7272?,Query_for_Shipment_StartEnd_Date
I need the shipping dates for delivery 7373.,Query_for_Shipment_StartEnd_Date
What are the dispatch and arrival dates for shipment 7474?,Query_for_Shipment_StartEnd_Date
Show the start and expected delivery dates for package 7575.,Query_for_Shipment_StartEnd_Date
Provide the shipping period for shipment 7676.,Query_for_Shipment_StartEnd_Date
"When was parcel 7777 dispatched, and when will it be delivered?",Query_for_Shipment_StartEnd_Date
Detail the start and finish dates for shipment 7878.,Query_for_Shipment_StartEnd_Date
What's the shipping schedule for order 7979?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for package 8080.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival dates for shipment 8181.,Query_for_Shipment_StartEnd_Date
"When did shipment 8282 start, and when is its expected end?",Query_for_Shipment_StartEnd_Date
Show the shipping and delivery dates for parcel 8383.,Query_for_Shipment_StartEnd_Date
Detail the dispatch and expected arrival dates for shipment 8484.,Query_for_Shipment_StartEnd_Date
What's the timeline for delivery 8585?,Query_for_Shipment_StartEnd_Date
Can you provide the start and end dates for package 8686?,Query_for_Shipment_StartEnd_Date
I need the shipping dates for shipment 8787.,Query_for_Shipment_StartEnd_Date
What are the departure and delivery dates for order 8888?,Query_for_Shipment_StartEnd_Date
Show the start and expected delivery dates for shipment 8989.,Query_for_Shipment_StartEnd_Date
Provide the transit period dates for package 9090.,Query_for_Shipment_StartEnd_Date
"When was shipment 9191 dispatched, and when will it arrive?",Query_for_Shipment_StartEnd_Date
Detail the shipping schedule for delivery 9292.,Query_for_Shipment_StartEnd_Date
What's the timeline for the journey of order 9393?,Query_for_Shipment_StartEnd_Date
Can you show the start and end dates for shipment 9494?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for parcel 9595.,Query_for_Shipment_StartEnd_Date
What are the dispatch and arrival dates for shipment 9696?,Query_for_Shipment_StartEnd_Date
Show the shipping and delivery dates for package 9797.,Query_for_Shipment_StartEnd_Date
Provide the start and finish dates for order 9898.,Query_for_Shipment_StartEnd_Date
"When did shipment 9999 leave, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery timeline for package 10000.,Query_for_Shipment_StartEnd_Date
What is the start date for the shipping definition 1001?,Query_for_Shipment_StartEnd_Date
Can you tell me the date of the expected delivery of the package 2022?,Query_for_Shipment_StartEnd_Date
When did the shipment 3003 leave the warehouse?,Query_for_Shipment_StartEnd_Date
What are the dates of transmission and access to the Part 4004?,Query_for_Shipment_StartEnd_Date
Provide a shipping schedule for 5005.,Query_for_Shipment_StartEnd_Date
When is the shipment of 6006 to reach its destination?,Query_for_Shipment_StartEnd_Date
Show the start and end dates for delivery 7007.,Query_for_Shipment_StartEnd_Date
What are the dates of transmission and delivery expected to ship 8008?,Query_for_Shipment_StartEnd_Date
I need shipping dates and reaching the 9009 package.,Query_for_Shipment_StartEnd_Date
Details of the transit period for shipping 1010.,Query_for_Shipment_StartEnd_Date
When was the charge 1111 and when is it entitled?,Query_for_Shipment_StartEnd_Date
Provide departure and delivery dates for the request 1212.,Query_for_Shipment_StartEnd_Date
What is the timeline of the 1313 shipment trip?,Query_for_Shipment_StartEnd_Date
When did the package start 1414 the delivery process?,Query_for_Shipment_StartEnd_Date
Can you find the expected end date for delivery 1515?,Query_for_Shipment_StartEnd_Date
What are the shipping dates for 1616 shipping?,Query_for_Shipment_StartEnd_Date
Show the start and dates of the expected shipment for shipping 1717.,Query_for_Shipment_StartEnd_Date
When is the parcel 1818 supposed to reach its destination?,Query_for_Shipment_StartEnd_Date
Details of the transmission and access schedule of shipping 1919.,Query_for_Shipment_StartEnd_Date
Provide the start and end dates for shipping 2020.,Query_for_Shipment_StartEnd_Date
"When did you leave a shipment of 2121, and when will it be delivered?",Query_for_Shipment_StartEnd_Date
What is the delivery schedule of the package 2222?,Query_for_Shipment_StartEnd_Date
Show the timeline for shipment to order 2323.,Query_for_Shipment_StartEnd_Date
"When was a shipment of 2424, and when it arrives?",Query_for_Shipment_StartEnd_Date
I need the date of the estimated delivery of the package 2525.,Query_for_Shipment_StartEnd_Date
What are the start and end dates for delivery 2626?,Query_for_Shipment_StartEnd_Date
Can you save the shipping period for 2727?,Query_for_Shipment_StartEnd_Date
Details of the dates of transmission and delivery for expulsion 2828.,Query_for_Shipment_StartEnd_Date
"When did the shipment start 2929, and when will it end?",Query_for_Shipment_StartEnd_Date
Show the dates of the shipping 3030.,Query_for_Shipment_StartEnd_Date
Provide the time schedule for departure and access to shipping 3131.,Query_for_Shipment_StartEnd_Date
What is the shipping schedule for the package 3232?,Query_for_Shipment_StartEnd_Date
"When was the request sent 3333, and when is it delivered?",Query_for_Shipment_StartEnd_Date
Dates expected dates and the expected delivery of 3434.,Query_for_Shipment_StartEnd_Date
I need shipping dates to expel 3535.,Query_for_Shipment_StartEnd_Date
What are the dates of transmission and access to shipping 3636?,Query_for_Shipment_StartEnd_Date
Show the start and completion dates for delivery 3737.,Query_for_Shipment_StartEnd_Date
Providing the 3838 shipping schedule.,Query_for_Shipment_StartEnd_Date
"When did you leave the package 3939, and when will it arrive?",Query_for_Shipment_StartEnd_Date
Details of the shipping and delivery schedule for shipping 4040.,Query_for_Shipment_StartEnd_Date
What is the start date and the expected date date for the request 4141?,Query_for_Shipment_StartEnd_Date
Can you show the dates of the transit period for shipping 4242?,Query_for_Shipment_StartEnd_Date
I need the dates of departure and delivery to the package 4343.,Query_for_Shipment_StartEnd_Date
What are the shipping dates for 4444 shipping?,Query_for_Shipment_StartEnd_Date
Show the schedule of the shipping trip 4545.,Query_for_Shipment_StartEnd_Date
Provide the start and end dates for delivery 4646.,Query_for_Shipment_StartEnd_Date
"When is the shipment of 4747, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail of the timeline for transmission and delivery for order 4848.,Query_for_Shipment_StartEnd_Date
What is the shipping schedule for the package 4949?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for 5050.,Query_for_Shipment_StartEnd_Date
Provide starting and ending dates for shipping 5151.,Query_for_Shipment_StartEnd_Date
"When did Parcel 5252 start its journey, and when will it end?",Query_for_Shipment_StartEnd_Date
Show shipping dates and arrival for shipping 5353.,Query_for_Shipment_StartEnd_Date
Detailing the expected dates of transmission and delivery of the package 5454.,Query_for_Shipment_StartEnd_Date
What is the schedule of delivery 5555?,Query_for_Shipment_StartEnd_Date
Can you provide the start and end dates for shipping 5656?,Query_for_Shipment_StartEnd_Date
I need the departure schedule and access to 5757.,Query_for_Shipment_StartEnd_Date
What are the shipping dates for expelling 5858?,Query_for_Shipment_StartEnd_Date
Obouring dates for shipping 5959.,Query_for_Shipment_StartEnd_Date
Provide the shipping period for the package 6060.,Query_for_Shipment_StartEnd_Date
"When was the shipment 6161 sent, and when is it delivered?",Query_for_Shipment_StartEnd_Date
Dates expected dates and expected delivery 6262.,Query_for_Shipment_StartEnd_Date
What is the delivery schedule of the request 6363?,Query_for_Shipment_StartEnd_Date
Can you show the schedule for charging to expel 6464?,Query_for_Shipment_StartEnd_Date
I need the estimated arrival date for shipping 6565.,Query_for_Shipment_StartEnd_Date
What are the dates of transmission and delivery of the package 6666?,Query_for_Shipment_StartEnd_Date
Show the start and completion of shipping 6767.,Query_for_Shipment_StartEnd_Date
Provide the timetable for departure and access to delivery 6868.,Query_for_Shipment_StartEnd_Date
"When did you leave a shipment of 6969, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Shipping schedule details for 7070.,Query_for_Shipment_StartEnd_Date
What is the schedule of the shipment trip 7171?,Query_for_Shipment_StartEnd_Date
Can you save the start and end dates for the 7272 package?,Query_for_Shipment_StartEnd_Date
I need shipping dates for delivery 7373.,Query_for_Shipment_StartEnd_Date
What are the dates of transmission and access to shipping 7474?,Query_for_Shipment_StartEnd_Date
It showed the start of the expected delivery and the expected delivery dates of the package 7575.,Query_for_Shipment_StartEnd_Date
Provide shipping period for 7676.,Query_for_Shipment_StartEnd_Date
"When is the parcel 7777 sent, and when will it be delivered?",Query_for_Shipment_StartEnd_Date
Details of the start and completion dates for shipping 7878.,Query_for_Shipment_StartEnd_Date
What is the shipping schedule for the request 7979?,Query_for_Shipment_StartEnd_Date
I need the date of the estimated delivery of the package 8080.,Query_for_Shipment_StartEnd_Date
Provide departure dates and access to shipping 8181.,Query_for_Shipment_StartEnd_Date
"When did the shipment of 8282 started, and when does it end?",Query_for_Shipment_StartEnd_Date
Show shipping and delivery dates for expulsion 8383.,Query_for_Shipment_StartEnd_Date
Detailing the dates of the arrival of the transmission and the expected arrival of the shipping 8484.,Query_for_Shipment_StartEnd_Date
What is the schedule of delivery 8585?,Query_for_Shipment_StartEnd_Date
Can you provide the start and end dates for the 8686 package?,Query_for_Shipment_StartEnd_Date
I need shipping dates for 8787 shipping.,Query_for_Shipment_StartEnd_Date
What are the dates of departure and delivery for the request 8888?,Query_for_Shipment_StartEnd_Date
Show the start of the expected delivery of shipping 8989.,Query_for_Shipment_StartEnd_Date
Provide the dates of the transit period for the package 9090.,Query_for_Shipment_StartEnd_Date
"When was the shipment 9191 sent, and when will it arrive?",Query_for_Shipment_StartEnd_Date
Shipping schedule details for delivery 9292.,Query_for_Shipment_StartEnd_Date
What is the schedule of the request trip 9393?,Query_for_Shipment_StartEnd_Date
Can you show the start and end dates for shipping 9494?,Query_for_Shipment_StartEnd_Date
I need the date of the estimated delivery 9595.,Query_for_Shipment_StartEnd_Date
What are the dates of transmission and access to shipping 9696?,Query_for_Shipment_StartEnd_Date
Show the shipping and delivery dates for the 9797 package.,Query_for_Shipment_StartEnd_Date
Provide the start and end dates for the request 9898.,Query_for_Shipment_StartEnd_Date
"When did you leave a shipment of 9999, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
"Detail of the timeline for transmission and delivery of the package 10,000.",Query_for_Shipment_StartEnd_Date
1,Query_for_Shipment_StartEnd_Date
"what'fore the correct date of shipment date 1001? """,Query_for_Shipment_StartEnd_Date
will you tell him your predicted delivery date for package 2022?,Query_for_Shipment_StartEnd_Date
when might shipment 3003 reach the us?,Query_for_Shipment_StartEnd_Date
where are these dispatch and postal dates on parcel 4004?,Query_for_Shipment_StartEnd_Date
new backup shipping timeline from order 5005.,Query_for_Shipment_StartEnd_Date
when all shipment 6006 scheduled next arrive... us destination?,Query_for_Shipment_StartEnd_Date
show them the start off transit dates on delivery 7007.,Query_for_Shipment_StartEnd_Date
what was the dispatch... expected shipping dates after shipment 8008?,Query_for_Shipment_StartEnd_Date
i note the shipping and calendar dates after sol 9009.,Query_for_Shipment_StartEnd_Date
represents the production period including shipment 1010.,Query_for_Shipment_StartEnd_Date
where is shipment 1111 sent you and when is this due?,Query_for_Shipment_StartEnd_Date
¹ the departure from landings dates for aircraft 1212.,Query_for_Shipment_StartEnd_Date
what'of a connection to shipment 1313's journey?,Query_for_Shipment_StartEnd_Date
when did package 1414 have first delivery period?,Query_for_Shipment_StartEnd_Date
can it calculate the expected specific date of delivery 1515?,Query_for_Shipment_StartEnd_Date
these are the shipping rights at london 1616?,Query_for_Shipment_StartEnd_Date
after the start lines all finish dates if shipment 1717.,Query_for_Shipment_StartEnd_Date
when this parcel 1818 supposed and reach its destinations?,Query_for_Shipment_StartEnd_Date
revised the dispatch and delivery schedule around shipment 1919.,Query_for_Shipment_StartEnd_Date
specified adequate start or end dates for shipment 2020.,Query_for_Shipment_StartEnd_Date
"why did shipment 2121 leave, but now may it be there?",Query_for_Shipment_StartEnd_Date
what's the point of in car 2222?,Query_for_Shipment_StartEnd_Date
show her shipping names of order 2323.,Query_for_Shipment_StartEnd_Date
"where was shipment 2424 yet, who then is its arrival?",Query_for_Shipment_StartEnd_Date
i calculate the estimated transfer size with package 2525.,Query_for_Shipment_StartEnd_Date
they are the start and stop schedules with delivery 2626?,Query_for_Shipment_StartEnd_Date
did they hear approximate shipping period for shipment 2727?,Query_for_Shipment_StartEnd_Date
detail the dispatch for matching system for usd 2828.,Query_for_Shipment_StartEnd_Date
"to you shipment 2929 start, and so will it happen?",Query_for_Shipment_StartEnd_Date
show me the address on the shipment 3030.,Query_for_Shipment_StartEnd_Date
provide train crossing and arrival lists to shipment 3131.,Query_for_Shipment_StartEnd_Date
what'is the shipping chart before the 3232?,Query_for_Shipment_StartEnd_Date
"when was this 3333 filed, and when was it due no action?",Query_for_Shipment_StartEnd_Date
information over start and last shipping dates for shipment 3434.,Query_for_Shipment_StartEnd_Date
... need this shipping container for parcel 3535.,Query_for_Shipment_StartEnd_Date
what gives the first stop transport dates for shipment 3636?,Query_for_Shipment_StartEnd_Date
show to final early finish dates for flight 3737.,Query_for_Shipment_StartEnd_Date
provide clearance clearance over shipment 3838.,Query_for_Shipment_StartEnd_Date
"and did package 3939 leave, so what will it leave?",Query_for_Shipment_StartEnd_Date
detail the full container loading schedule during shipment 4040.,Query_for_Shipment_StartEnd_Date
not'til what start date and what end date via order 4141?,Query_for_Shipment_StartEnd_Date
shall i show all transit period dates in shipment 4242?,Query_for_Shipment_StartEnd_Date
i need our departure for rendezvous dates in package 4343.,Query_for_Shipment_StartEnd_Date
and was the shipping coordinates for number 4444?,Query_for_Shipment_StartEnd_Date
or the whole or entire journey of shipment 4545.,Query_for_Shipment_StartEnd_Date
follow the system through end dates with delivery 4646.,Query_for_Shipment_StartEnd_Date
"when is shipment 4747 dispatched, and then would it possible to return?",Query_for_Shipment_StartEnd_Date
detail the dispatch and travel details of train 4848.,Query_for_Shipment_StartEnd_Date
what's that shipping cost to hal 4949?,Query_for_Shipment_StartEnd_Date
they found the estimated delivery price on shipment 5050.,Query_for_Shipment_StartEnd_Date
provide the coordinates to end dates on shipment 5151.,Query_for_Shipment_StartEnd_Date
"when did entry 5252 start our journey, and in were they end?",Query_for_Shipment_StartEnd_Date
show peak shipping and passenger figures following shipment 5353.,Query_for_Shipment_StartEnd_Date
that is dispatch the expected delivery dates into package 5454.,Query_for_Shipment_StartEnd_Date
what'p the case for date 5555?,Query_for_Shipment_StartEnd_Date
would you choose the start or end dates on shipment 5656?,Query_for_Shipment_StartEnd_Date
events delayed the departure and arrival of base order 5757.,Query_for_Shipment_StartEnd_Date
whose are the shipping items in parcel 5858?,Query_for_Shipment_StartEnd_Date
show at earliest dates to shipment 5959.,Query_for_Shipment_StartEnd_Date
provide the relevant information within package 6060.,Query_for_Shipment_StartEnd_Date
"here comes shipment 6161 dispatched, through which is next delivery?",Query_for_Shipment_StartEnd_Date
detail will start the subsequent delivery date for shipment 6262.,Query_for_Shipment_StartEnd_Date
where's this system code for order 6363?,Query_for_Shipment_StartEnd_Date
does you show the envelope order in parcel 6464?,Query_for_Shipment_StartEnd_Date
i calculate a estimated shipment condition for shipment 6565.,Query_for_Shipment_StartEnd_Date
what other available postage and delivery dates from package 6666?,Query_for_Shipment_StartEnd_Date
show page start at exit line for shipment 6767.,Query_for_Shipment_StartEnd_Date
provide the departure to arrival information aboard ms 6868.,Query_for_Shipment_StartEnd_Date
"when did shipment 6969 go, first when made canada expected to leave?",Query_for_Shipment_StartEnd_Date
detail a shipping history for cl 7070.,Query_for_Shipment_StartEnd_Date
these're the password for that journey and shipment 7171?,Query_for_Shipment_StartEnd_Date
